2025-08-21 17:00:41 - ERROR - test - Error in price loop: 
2025-08-21 17:00:41 - ERROR - test - Fatal WebSocket error: Cannot call "send" once a close message has been sent.
2025-08-21 17:41:16 - ERROR - asyncio - Task was destroyed but it is pending!
task: <Task pending name='Task-8' coro=<WebSocketServerProtocol.handler() running at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\site-packages\websockets\legacy\server.py:236> wait_for=<Future pending cb=[shield.<locals>._outer_done_callback() at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\asyncio\tasks.py:922, Task.task_wakeup()]>>
2025-08-21 17:41:16 - ERROR - asyncio - Task was destroyed but it is pending!
task: <Task pending name='Task-11' coro=<WebSocketCommonProtocol.transfer_data() running at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\site-packages\websockets\legacy\protocol.py:945> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[Task.task_wakeup()]>
2025-08-21 17:41:16 - ERROR - asyncio - Task was destroyed but it is pending!
task: <Task pending name='Task-12' coro=<WebSocketCommonProtocol.keepalive_ping() running at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\site-packages\websockets\legacy\protocol.py:1234> wait_for=<Future pending cb=[Task.task_wakeup()]>>
2025-08-21 17:41:16 - ERROR - asyncio - Task was destroyed but it is pending!
task: <Task pending name='Task-13' coro=<WebSocketCommonProtocol.close_connection() running at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\site-packages\websockets\legacy\protocol.py:1279> wait_for=<Task pending name='Task-11' coro=<WebSocketCommonProtocol.transfer_data() running at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\site-packages\websockets\legacy\protocol.py:945> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[Task.task_wakeup()]>>
2025-08-21 17:41:16 - ERROR - asyncio - Task was destroyed but it is pending!
task: <Task pending name='Task-9' coro=<WebSocketProtocol.run_asgi() running at C:\Users\bdora\AppData\Local\Programs\Python\Python312\Lib\site-packages\uvicorn\protocols\websockets\websockets_impl.py:244> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[WebSocketProtocol.on_task_complete()]>
2025-08-21 18:15:21 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:15:23 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:15:23 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:15:27 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:15:27 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:15:36 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:15:36 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:15:38 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:15:38 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:15:42 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:15:42 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:15:50 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:15:50 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:15:52 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:15:52 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:15:56 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:15:56 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:16:05 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:16:05 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:16:07 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:16:07 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:16:11 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:16:11 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:16:19 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:16:19 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:16:21 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:16:21 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:16:25 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:16:25 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:16:34 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:16:34 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:16:36 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:16:36 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:16:40 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:16:40 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:16:48 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:16:48 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:16:50 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:16:50 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:16:55 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:16:55 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:17:03 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:17:03 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:17:05 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:17:05 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:17:09 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:17:09 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:17:18 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:17:18 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:17:20 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:17:20 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:17:24 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:17:24 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:17:32 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:17:32 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:17:34 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:17:34 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:17:38 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
2025-08-21 18:17:38 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:17:47 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:17:47 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:17:49 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:17:49 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:17:50 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for GOLD: None/GOLD
2025-08-21 18:17:50 - ERROR - app.utils.price_fetcher - Attempt 1/3 failed for SILVER: None/SILVER
2025-08-21 18:17:52 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for GOLD: None/GOLD
2025-08-21 18:17:52 - ERROR - app.utils.price_fetcher - Attempt 2/3 failed for SILVER: None/SILVER
2025-08-21 18:17:56 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for SILVER: None/SILVER
2025-08-21 18:17:56 - ERROR - app.utils.price_fetcher - Attempt 3/3 failed for GOLD: None/GOLD
